"Year","Month","State","Primary Mode","Etiology","Serotype or Genotype","Etiology Status","Setting","Illnesses","Hospitalizations","Info On Hospitalizations","Deaths","Info On Deaths","Food Vehicle","Food Contaminated Ingredient","IFSAC Category","Water Exposure","Water Type","Animal Type"
"1999","6","New York","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","23",,,,,"cake, tiramisu","egg","Eggs",,,
"1999","6","New York","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","5",,,,,"pudding, rice;cake, tiramisu;caesar salad","egg","Eggs",,,
"1999","6","Pennsylvania","Food","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","4","2","4","0","4",,,,,,
"1999","6","Utah","Food","Salmonella enterica","Enteritidis","Confirmed","Caterer","256","0","63","0","63","ice cream, unspecified","egg","Eggs",,,
"1999","6","Washington","Food","Salmonella enterica",,"Confirmed","Restaurant: Other","2","0","2",,,"chicken, unspecified",,"Chicken",,,
"1999","6","Washington","Food","Salmonella enterica","Javiana","Confirmed","Office/indoor workplace;Grocery store/bakery/deli/convenience store","11","4","11","0","11","mixed fruit",,"Fruits",,,
"1999","7","Washington","Food","Salmonella enterica",,"Suspected","Restaurant: Other","2",,,,,"eggs, unspecified",,"Eggs",,,
"1999","7","Washington","Food","Salmonella enterica","Hadar","Confirmed",,"3",,,,,"eggs, unspecified",,"Eggs",,,
"1999","7","California","Food","Salmonella enterica","Enteritidis","Confirmed","Long-term care/nursing home/assisted living facility","3","0",,"0",,"eggs, other",,"Eggs",,,
"1999","7","South Carolina","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","9","3",,"0",,"crab cakes",,"Multiple",,,
"1999","7","New Jersey","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","16","0",,"0",,"eggs, other;cake, tiramisu",,"Multiple",,,
"1999","7","California","Food","Salmonella enterica","Enteritidis","Confirmed",,"33","0","103","0","103","eggs, unspecified",,"Eggs",,,
"1999","7","Wisconsin","Food","Salmonella enterica","Enteritidis","Confirmed","Long-term care/nursing home/assisted living facility","5","3","5","0","0","eggs, unspecified","egg","Eggs",,,
"1999","7","California","Food","Salmonella enterica","Enteritidis","Confirmed","School/college/university","82","3","346","0","346","watermelon;honeydew melon",,"Fruits",,,
"1999","7","Illinois","Food","Salmonella enterica","Typhimurium","Confirmed",,"10","0","21","0","21",,,,,,
"1999","7","Tennessee","Food","Salmonella enterica","Heidelberg","Confirmed","Private home/residence","12","1","12","0","12","ice cream, unspecified",,"Multiple",,,
"1999","7","Wisconsin","Food","Salmonella enterica","Enteritidis","Confirmed","Long-term care/nursing home/assisted living facility","4","0","4","0","4","eggs, unspecified","egg","Eggs",,,
"1999","7","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other;Other","6","2","5","0","5","mayonnaise, homemade;bun",,"Multiple",,,
"1999","7","New Jersey","Food","Salmonella enterica","unknown","Confirmed","Restaurant: Other","16","0","23","0","23","cake, tiramisu",,"Multiple",,,
"1999","7","California","Food","Salmonella enterica","Enteritidis","Confirmed","School/college/university","29",,,,,"eggs, unspecified","egg","Eggs",,,
"1999","7","Connecticut","Food","Salmonella enterica","Typhimurium","Confirmed","Camp","12","1","7","0","12",,,,,,
"1999","7","Georgia","Food","Salmonella enterica","Typhimurium var Cope","Confirmed","Restaurant: Other","16","3","16","0","16","pork, BBQ",,"Multiple",,,
"1999","7","Indiana","Food","Salmonella enterica","Heidelberg","Confirmed","Restaurant: Other","13","6","13","0","13","pudding, tapioca",,"Multiple",,,
"1999","7","Massachusetts","Food","Salmonella enterica","Typhimurium","Confirmed","Private home/residence;Other","20",,,,,"goat, unspecified",,"Other Meat",,,
"1999","7","Maryland","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","3",,,,,"sandwich, chicken parmesan",,"Multiple",,,
"1999","7","Maryland","Food","Salmonella enterica","Newport","Confirmed","Other","23","1","23","0","23",,,,,,
"1999","7","New York","Food","Salmonella enterica","Typhimurium","Confirmed","Camp","13",,,,,,,,,,
"1999","7","Texas","Food","Salmonella enterica","Javiana","Confirmed","Restaurant: Other","7","7","7","0","0","chicken, unspecified","chicken","Chicken",,,
"1999","8","New York","Food","Salmonella enterica","Group C1","Confirmed",,"2",,,,,,,,,,
"1999","8","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","8","1","8","0","8",,,,,,
"1999","8","Utah","Food","Salmonella enterica","Enteritidis","Confirmed","Correctional/detention facility","5","0",,"0",,"french toast, unspecified",,"Multiple",,,
"1999","8","North Carolina","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","14","4",,"0",,"lasagna;eggs, other",,"Multiple",,,
"1999","8","Ohio","Food","Salmonella enterica","Enteritidis","Confirmed","Other","23",,"121","0","121","beans, baked",,"Multiple",,,
"1999","8","California","Food","Salmonella enterica","Hadar","Confirmed","Private home/residence","11","0","11","0","11","chicken, unspecified",,"Chicken",,,
"1999","8","Connecticut","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Other","12","3","9","0","12",,,,,,
"1999","8","Kansas","Food","Salmonella enterica","Newport","Confirmed",,"36",,,,,,,,,,
"1999","8","Maryland","Food","Salmonella enterica","Braenderup","Confirmed","Restaurant: Other;Caterer","14",,"7","0","7",,,,,,
"1999","8","Michigan","Food","Salmonella enterica","Enteritidis","Confirmed","Other;Restaurant: Other","13","6","13","0","13",,,,,,
"1999","8","Minnesota","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Other","3","0","3","0","3",,,,,,
"1999","8","North Carolina","Food","Salmonella enterica",,"Confirmed","Restaurant: Other","3",,,,,,,,,,
"1999","8","North Carolina","Food","Salmonella enterica",,"Confirmed","Restaurant: Other","8",,,,,"lasagna, unspecified",,"Multiple",,,
"1999","8","New Jersey","Food","Salmonella enterica","Group B","Confirmed","Camp","60","1","60",,,"eggs, unspecified",,"Eggs",,,
"1999","8","New York","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","15",,,,,"chicken salad","chicken","Chicken",,,
"1999","8","Multistate","Food","Salmonella enterica","Muenchen","Confirmed","Restaurant: Other","157","16","157","0","157","alfalfa sprouts","sprouts","Sprouts",,,
"1999","8","California","Food","Salmonella enterica","Enteritidis","Confirmed","Other","30","0",,"0",,,,,,,
"1999","8","New York","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","9","0",,"0",,"Blintz, Cheese;eggs, other",,"Multiple",,,
"1999","9","Maryland","Food","Salmonella enterica","Typhimurium","Confirmed","School/college/university","49","6","25","0","25","other cheese, unspecified",,"Dairy",,,
"1999","9","Massachusetts","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Other","13","2","13",,,,,,,,
"1999","9","Georgia","Food","Salmonella enterica","Newport","Confirmed",,"15",,"4","0","4",,,,,,
"1999","9","Montana","Food","Salmonella enterica",,"Suspected",,"5",,,,,,,,,,
"1999","9","Georgia","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Other","8","1","1","0","6","taco, chicken;chicken, nuggets/fingers;burrito, chicken","chicken","Chicken",,,
"1999","9","Georgia","Food","Salmonella enterica","Hadar","Confirmed","Restaurant: Other;Private home/residence","60","24","57","0","57","pork, BBQ",,"Multiple",,,
"1999","9","Connecticut","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","4","1","4","0","4","eggs, unspecified",,"Eggs",,,
"1999","9","California","Food","Salmonella enterica","Enteritidis","Confirmed","School/college/university","40","1","40","0","40",,,,,,
"1999","9","Illinois","Food","Salmonella enterica","Agona","Suspected","Other","8","2","8","0","8","apple cider, unspecified",,"Fruits",,,
"1999","9","Illinois","Food","Salmonella enterica","Enteritidis","Suspected","Restaurant: Other","10",,"19","0","19",,,,,,
"1999","9","Pennsylvania","Food","Salmonella enterica","Stanley","Confirmed",,"6","0","4","0","4",,,,,,
"1999","9","West Virginia","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","12","5","10","0","10","chile relleno, unspecified","beef","Beef",,,
"1999","9","Ohio","Food","Salmonella enterica","Typhimurium","Confirmed","Other;School/college/university","82",,,"0",,"chocolate milk, unspecified",,"Multiple",,,
"1999","10","Kentucky","Food","Salmonella enterica",,"Confirmed","Restaurant: Other","9","5","9","0","9","turkey, unspecified","turkey","Turkey",,,
"1999","10","California","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","6",,,,,"eggs, unspecified",,"Eggs",,,
"1999","10","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","2","1","2",,,"sushi, unspecified",,"Multiple",,,
"1999","10","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","2","0","2","0","2","pizza, meat and vegetable",,"Multiple",,,
"1999","10","Florida","Food","Salmonella enterica","Enteritidis","Suspected","Restaurant: Other","6","0","0","0","0","chicken, unspecified","chicken","Chicken",,,
"1999","10","North Carolina","Food","Salmonella enterica",,"Confirmed","Restaurant: Other;Other","3",,,,,"beef, BBQ",,"Multiple",,,
"1999","11","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","4","2","4",,,,,,,,
"1999","11","Massachusetts","Food","Salmonella enterica","Saintpaul","Confirmed","Restaurant: Other","5",,,"0","5","turkey and stuffing",,"Multiple",,,
"1999","11","Florida","Food","Salmonella enterica",,"Confirmed","Restaurant: Other","2","2","2","0","2","deli meat, sliced chicken","chicken","Chicken",,,
"1999","11","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","2","0","2","0","2","sandwich, chicken","chicken","Chicken",,,
"1999","11","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other;Private home/residence","7","0","7","0","7","chicken, unspecified","chicken","Chicken",,,
"1999","11","Connecticut","Food","Salmonella enterica","Agona","Confirmed","Long-term care/nursing home/assisted living facility","4","2","4","0","4",,,,,,
"1999","11","Wisconsin","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","33","0","33","0","33","ravioli, unspecified;lasagna, unspecified;eggs, other",,"Multiple",,,
"1999","11","Utah","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","4","0","4","0","4","ice cream, homemade","egg","Eggs",,,
"1999","11","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","16","4","16",,,"stuffing, unspecified",,"Multiple",,,
"1999","11","New York","Food","Salmonella enterica","Stanley","Confirmed","Child daycare/preschool","34",,,,,"turkey, roasted","turkey","Turkey",,,
"1999","11","Multistate","Food","Salmonella enterica","Newport","Confirmed","Other","79",,,,,"mango, unspecified","fruit, unspecified","Fruits",,,
"1999","11","Kansas","Food","Salmonella enterica","Heidelberg","Confirmed","Restaurant: Other","6","3","6","0","6",,,,,,
"1999","12","New Mexico","Food","Salmonella enterica","Havana","Confirmed","Long-term care/nursing home/assisted living facility","4","3","4","2","4",,,,,,
"1999","12","Arizona","Food","Salmonella enterica","Norwich","Confirmed",,"10","5","10","0","10",,,,,,
"1999","12","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other;Private home/residence","10","0","10","0","10","lasagna, beef;eggs, unspecified","egg","Eggs",,,
"1999","12","South Carolina","Food","Salmonella enterica","Enteritidis","Confirmed","Other","18","0",,"0",,"eggs, quiche",,"Multiple",,,
"1999","12","California","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","14","0","14","0","14","pasta salad;eggs, other;chile relleno, unspecified",,"Multiple",,,
"1999","12","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","108","13","108","0","108","mung bean sprouts;chicken, unspecified","chicken","Chicken",,,
"1999","12","Massachusetts","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","15","1","15","0","15","lasagna, unspecified","egg","Eggs",,,
"1999","12","Utah","Food","Salmonella enterica","Enteritidis","Confirmed","School/college/university","59",,"65",,"65",,,,,,
"1999","12","Utah","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","3","0","3","0","3","ice cream, unspecified","egg","Eggs",,,
"2000","1","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","2","1","2","0","2","chicken salad","chicken","Chicken",,,
"2000","1","California","Food","Salmonella enterica","Montevideo","Confirmed","Restaurant: Other","11","1","11",,,,,,,,
"2000","1","Maryland","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","5","0","3","0","3","crab cakes","egg","Eggs",,,
"2000","1","Massachusetts","Food","Salmonella enterica","Thompson","Confirmed","Restaurant: Other","7",,,,,"chicken, buffalo wings",,"Multiple",,,
"2000","1","Massachusetts","Food","Salmonella enterica","Cubana","Suspected","Caterer","40",,,,,"canapes, unspecified",,"Multiple",,,
"2000","2","Florida","Food","Salmonella enterica",,"Suspected","Private home/residence","6","1","6",,,,,,,,
"2000","2","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed",,"2","1","2","0","2",,,,,,
"2000","2","Maryland","Food","Salmonella enterica","Group D1","Suspected","Restaurant: Other","4",,,,,,,,,,
"2000","2","Illinois","Food","Salmonella enterica","Enteritidis","Confirmed","Caterer","36","10","36","1","36","seafood dish, unspecified;salmon, unspecified",,"Multiple",,,
"2000","3","Massachusetts","Food","Salmonella enterica",,"Confirmed","Restaurant: Other","4","0",,,,,,,,,
"2000","3","Vermont","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Other","16","1","16","0","16",,,,,,
"2000","3","Utah","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","11","1","10",,,,,,,,
"2000","3","New Hampshire","Food","Salmonella enterica","Thompson","Confirmed",,"4",,,,,,,,,,
"2000","3","Multistate","Food","Salmonella enterica","Enteritidis","Confirmed","School/college/university;Restaurant: Other;Grocery store/bakery/deli/convenience store","75","3","75",,,"mung bean sprouts","sprouts","Sprouts",,,
"2000","3","Multistate","Food","Salmonella enterica","Enteritidis","Confirmed","Other","88",,,,,"orange juice, unpasteurized","fruit, unspecified","Fruits",,,
"2000","3","Michigan","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","11","0","11","0","11","eggs, unspecified","egg","Eggs",,,
"2000","3","Maryland","Food","Salmonella enterica","Enteritidis","Confirmed","Grocery store/bakery/deli/convenience store;Restaurant: Other;Private home/residence","2","2","2",,,,,,,,
"2000","3","Indiana","Food","Salmonella enterica",,"Suspected","School/college/university","29","0","15","0","23","sausage, pork","pork","Pork",,,
"2000","4","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","2","0","2","0","2","ethnic style, unspecified",,,,,
"2000","4","Multistate","Water","Salmonella enterica","Bareilly","Confirmed","Private home/residence","95",,,"0",,,,,"Drinking water","Commercially-Bottled;Individual/Private",
"2000","4","California","Food","Salmonella enterica","Thompson","Confirmed","Private home/residence","6","2","6",,,"turkey loaf;shell eggs, boiled hard",,"Multiple",,,
