State,Week Ending Date,Year,WeekOfYear,WeekIndex,Cases,Total ICU Patients Hospitalized with Influenza,Total Influenza Admissions,Total Pediatric Influenza Admissions,"Number of Adult Influenza Admissions, 18-49 years","Number of Adult Influenza Admissions, 50-64 years","Number of Adult Influenza Admissions, 65-74 years","Number of Adult Influenza Admissions, 75 plus years",Number of Inpatient Beds,Number of ICU Beds,Number of Inpatient Beds Occupied,Number of ICU Beds Occupied,Percent Inpatient Beds Occupied,Percent Inpatient Beds Occupied by Influenza Patients,Percent ICU Beds Occupied,Percent ICU Beds Occupied by Influenza Patients,Vax_Coverage_Pct,Outbreak,Cases_lag_1w,Cases_lag_2w,Cases_lag_4w,Cases_lag_8w,Percent Inpatient Beds Occupied by Influenza Patients_lag_1w,Percent Inpatient Beds Occupied by Influenza Patients_lag_2w,Percent Inpatient Beds Occupied by Influenza Patients_lag_4w,Percent Inpatient Beds Occupied by Influenza Patients_lag_8w
AK,2022-10-29,2022,43,116,7.0,1.0,11.0,0.0,0.5,0.5,1.0,0.5,1671.0,265.0,1345.0,232.0,0.81,0.0,0.88,0.0,31.63714285714286,0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
AK,2022-11-05,2022,44,117,10.0,2.0,15.0,0.0,0.5,0.5,1.0,0.5,1665.0,261.0,1342.0,227.0,0.81,0.01,0.87,0.01,31.63714285714286,0,7.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0
AK,2022-11-12,2022,45,118,11.0,2.0,14.0,0.0,0.5,0.5,1.0,0.5,1687.0,260.0,1374.0,230.0,0.81,0.01,0.88,0.01,31.63714285714286,1,10.0,7.0,4.0,1.0,0.01,0.0,0.0,0.0
AK,2022-11-19,2022,46,119,27.0,6.0,36.0,0.0,0.5,0.5,1.0,0.5,1713.0,255.0,1425.0,225.0,0.83,0.02,0.88,0.02,31.63714285714286,1,11.0,10.0,2.0,0.0,0.01,0.01,0.0,0.0
AK,2022-11-26,2022,47,120,33.0,10.0,65.0,0.0,0.5,0.5,1.0,0.5,1658.0,257.0,1321.0,219.0,0.8,0.02,0.85,0.04,31.63714285714286,1,27.0,11.0,7.0,1.0,0.02,0.01,0.0,0.0
AK,2022-12-03,2022,48,121,36.0,10.0,53.0,0.0,0.5,0.5,1.0,0.5,1714.0,268.0,1412.0,236.0,0.82,0.02,0.88,0.04,31.63714285714286,1,33.0,27.0,10.0,3.0,0.02,0.02,0.01,0.0
AK,2022-12-10,2022,49,122,47.0,5.0,73.0,0.0,0.5,0.5,1.0,0.5,1713.0,265.0,1446.0,234.0,0.84,0.03,0.88,0.02,31.63714285714286,1,36.0,33.0,11.0,4.0,0.02,0.02,0.01,0.0
AK,2022-12-17,2022,50,123,32.0,4.0,51.0,0.0,0.5,0.5,1.0,0.5,1543.0,218.0,1232.0,186.0,0.8,0.02,0.85,0.02,31.63714285714286,1,47.0,36.0,27.0,2.0,0.03,0.02,0.02,0.0
AK,2022-12-24,2022,51,124,23.0,4.0,43.0,0.0,0.5,0.5,1.0,0.5,1345.0,172.0,1012.0,138.0,0.75,0.02,0.8,0.03,31.63714285714286,1,32.0,47.0,33.0,7.0,0.02,0.03,0.02,0.0
AK,2022-12-31,2022,52,125,28.0,4.0,43.0,0.0,0.5,0.5,1.0,0.5,1355.0,178.0,1026.0,145.0,0.76,0.02,0.82,0.02,31.63714285714286,1,23.0,32.0,36.0,10.0,0.02,0.02,0.02,0.01
AL,2020-10-03,2020,40,8,16.0,4.0,18.0,0.0,2.0,3.0,3.0,2.0,17246.0,2677.0,12307.0,2183.0,0.71,0.0,0.82,0.0,35.50398009950249,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0
AL,2020-10-10,2020,41,9,16.0,4.0,18.0,0.0,2.0,3.0,3.0,2.0,17265.0,2710.0,12504.0,2229.0,0.72,0.0,0.82,0.0,35.50398009950249,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0
AL,2020-10-17,2020,42,10,16.0,4.0,18.0,0.0,2.0,3.0,3.0,2.0,17071.0,2750.0,12719.0,2231.0,0.75,0.0,0.81,0.0,35.50398009950249,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0
AL,2020-10-24,2020,43,11,5.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,16907.0,2744.0,12702.0,2245.0,0.75,0.0,0.82,0.0,35.50398009950249,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0
AL,2020-10-31,2020,44,12,11.0,3.0,18.0,0.0,2.0,3.0,3.0,2.0,16714.0,2747.0,12613.0,2263.0,0.75,0.0,0.82,0.0,35.50398009950249,0,5.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0
AL,2020-11-07,2020,45,13,18.0,6.0,21.0,0.0,2.0,3.0,3.0,2.0,16663.0,2744.0,12459.0,2239.0,0.75,0.0,0.82,0.0,35.50398009950249,0,11.0,5.0,16.0,16.0,0.0,0.0,0.0,0.0
AL,2020-11-14,2020,46,14,17.0,5.0,25.0,0.0,2.0,3.0,3.0,2.0,16718.0,2749.0,12958.0,2294.0,0.78,0.0,0.83,0.0,35.50398009950249,0,18.0,11.0,16.0,16.0,0.0,0.0,0.0,0.0
AL,2020-11-21,2020,47,15,17.0,7.0,11.0,0.0,2.0,3.0,3.0,2.0,16738.0,2758.0,12874.0,2276.0,0.77,0.0,0.83,0.0,35.50398009950249,0,17.0,18.0,5.0,16.0,0.0,0.0,0.0,0.0
AL,2020-11-28,2020,48,16,15.0,8.0,17.0,0.0,2.0,3.0,3.0,2.0,16739.0,2779.0,12241.0,2279.0,0.73,0.0,0.82,0.0,35.50398009950249,0,17.0,17.0,11.0,16.0,0.0,0.0,0.0,0.0
AL,2020-12-05,2020,49,17,14.0,7.0,12.0,0.0,2.0,3.0,3.0,2.0,16721.0,2767.0,12912.0,2342.0,0.77,0.0,0.85,0.0,35.50398009950249,0,15.0,17.0,18.0,16.0,0.0,0.0,0.0,0.0
AL,2020-12-12,2020,50,18,13.0,3.0,6.0,0.0,2.0,3.0,3.0,2.0,16761.0,2758.0,13127.0,2353.0,0.78,0.0,0.85,0.0,35.50398009950249,0,14.0,15.0,17.0,16.0,0.0,0.0,0.0,0.0
AL,2020-12-19,2020,51,19,17.0,4.0,35.0,0.0,2.0,3.0,3.0,2.0,16827.0,2792.0,13188.0,2396.0,0.78,0.0,0.86,0.0,35.50398009950249,0,13.0,14.0,17.0,5.0,0.0,0.0,0.0,0.0
AL,2020-12-26,2020,52,20,17.0,5.0,19.0,0.0,2.0,3.0,3.0,2.0,16758.0,2811.0,12280.0,2371.0,0.73,0.0,0.84,0.0,35.50398009950249,0,17.0,13.0,15.0,11.0,0.0,0.0,0.0,0.0
AL,2021-01-02,2021,53,21,23.0,7.0,20.0,0.0,2.0,3.0,3.0,2.0,16837.0,2833.0,12894.0,2456.0,0.77,0.0,0.87,0.0,33.42655367231639,0,17.0,17.0,14.0,18.0,0.0,0.0,0.0,0.0
AL,2021-01-09,2021,1,22,48.0,13.0,33.0,0.0,2.0,3.0,3.0,2.0,16842.0,2846.0,13446.0,2521.0,0.8,0.0,0.89,0.0,33.42655367231639,0,23.0,17.0,13.0,17.0,0.0,0.0,0.0,0.0
AL,2021-01-16,2021,2,23,48.0,16.0,42.0,0.0,2.0,3.0,3.0,2.0,16776.0,2814.0,13464.0,2496.0,0.8,0.0,0.89,0.01,33.42655367231639,0,48.0,23.0,17.0,17.0,0.0,0.0,0.0,0.0
AL,2021-01-23,2021,3,24,38.0,13.0,22.0,0.0,2.0,3.0,3.0,2.0,16643.0,2763.0,13181.0,2730.0,0.79,0.0,0.99,0.0,33.42655367231639,0,48.0,48.0,17.0,15.0,0.0,0.0,0.0,0.0
AL,2021-01-30,2021,4,25,34.0,12.0,46.0,0.0,2.0,3.0,3.0,2.0,16502.0,2739.0,12915.0,2340.0,0.78,0.0,0.85,0.0,33.42655367231639,0,38.0,48.0,23.0,14.0,0.0,0.0,0.0,0.0
AL,2021-02-06,2021,5,26,32.0,7.0,37.0,0.0,2.0,3.0,3.0,2.0,16356.0,2718.0,12617.0,2255.0,0.77,0.0,0.83,0.0,33.42655367231639,0,34.0,38.0,48.0,13.0,0.0,0.0,0.0,0.0
AL,2021-02-13,2021,6,27,27.0,5.0,33.0,0.0,2.0,3.0,3.0,2.0,16235.0,2703.0,12498.0,2215.0,0.77,0.0,0.82,0.0,33.42655367231639,0,32.0,34.0,48.0,17.0,0.0,0.0,0.0,0.0
AL,2021-02-20,2021,7,28,26.0,5.0,29.0,0.0,2.0,3.0,3.0,2.0,16262.0,2707.0,12203.0,2199.0,0.75,0.0,0.81,0.0,33.42655367231639,0,27.0,32.0,38.0,17.0,0.0,0.0,0.0,0.0
AL,2021-02-27,2021,8,29,24.0,5.0,31.0,0.0,2.0,3.0,3.0,2.0,16180.0,2689.0,12239.0,2166.0,0.76,0.0,0.81,0.0,33.42655367231639,0,26.0,27.0,34.0,23.0,0.0,0.0,0.0,0.0
AL,2021-03-06,2021,9,30,23.0,5.0,29.0,0.0,2.0,3.0,3.0,2.0,16251.0,2687.0,12068.0,2137.0,0.74,0.0,0.8,0.0,33.42655367231639,0,24.0,26.0,32.0,48.0,0.0,0.0,0.0,0.0
AL,2021-03-13,2021,10,31,28.0,2.0,23.0,0.0,2.0,3.0,3.0,2.0,16069.0,2666.0,11886.0,2075.0,0.74,0.0,0.78,0.0,33.42655367231639,0,23.0,24.0,27.0,48.0,0.0,0.0,0.0,0.0
AL,2021-03-20,2021,11,32,24.0,7.0,28.0,0.0,2.0,3.0,3.0,2.0,16040.0,2670.0,11651.0,2000.0,0.73,0.0,0.75,0.0,33.42655367231639,0,28.0,23.0,26.0,38.0,0.0,0.0,0.0,0.0
AL,2021-03-27,2021,12,33,25.0,9.0,18.0,0.0,2.0,3.0,3.0,2.0,15962.0,2667.0,11406.0,1994.0,0.71,0.0,0.75,0.0,33.42655367231639,0,24.0,28.0,24.0,34.0,0.0,0.0,0.0,0.0
AL,2021-04-03,2021,13,34,23.0,8.0,11.0,0.0,2.0,3.0,3.0,2.0,15988.0,2663.0,11624.0,2015.0,0.73,0.0,0.76,0.0,33.42655367231639,0,25.0,24.0,23.0,32.0,0.0,0.0,0.0,0.0
AL,2021-04-10,2021,14,35,11.0,3.0,13.0,0.0,2.0,3.0,3.0,2.0,16011.0,2656.0,11620.0,2060.0,0.73,0.0,0.78,0.0,33.42655367231639,0,23.0,25.0,28.0,27.0,0.0,0.0,0.0,0.0
AL,2021-04-17,2021,15,36,12.0,1.0,11.0,0.0,2.0,3.0,3.0,2.0,16131.0,2657.0,11898.0,2108.0,0.74,0.0,0.79,0.0,33.42655367231639,0,11.0,23.0,24.0,26.0,0.0,0.0,0.0,0.0
AL,2021-04-24,2021,16,37,19.0,5.0,32.0,0.0,2.0,3.0,3.0,2.0,16136.0,2661.0,11863.0,2088.0,0.74,0.0,0.78,0.0,33.42655367231639,0,12.0,11.0,25.0,24.0,0.0,0.0,0.0,0.0
AL,2021-05-01,2021,17,38,15.0,4.0,20.0,0.0,2.0,3.0,3.0,2.0,16154.0,2691.0,11895.0,2099.0,0.74,0.0,0.78,0.0,33.42655367231639,0,19.0,12.0,23.0,23.0,0.0,0.0,0.0,0.0
AL,2021-05-08,2021,18,39,12.0,6.0,14.0,0.0,2.0,3.0,3.0,2.0,16103.0,2688.0,12012.0,2136.0,0.75,0.0,0.79,0.0,33.42655367231639,0,15.0,19.0,11.0,28.0,0.0,0.0,0.0,0.0
AL,2021-05-15,2021,19,40,18.0,3.0,19.0,0.0,2.0,3.0,3.0,2.0,16104.0,2677.0,11899.0,2112.0,0.74,0.0,0.79,0.0,33.42655367231639,0,12.0,15.0,12.0,24.0,0.0,0.0,0.0,0.0
AL,2021-05-22,2021,20,41,14.0,3.0,16.0,0.0,2.0,3.0,3.0,2.0,16100.0,2673.0,12081.0,2108.0,0.75,0.0,0.79,0.0,33.42655367231639,0,18.0,12.0,19.0,25.0,0.0,0.0,0.0,0.0
AL,2021-05-29,2021,21,42,9.0,1.0,15.0,0.0,2.0,3.0,3.0,2.0,16087.0,2673.0,12069.0,2070.0,0.75,0.0,0.77,0.0,33.42655367231639,0,14.0,18.0,15.0,23.0,0.0,0.0,0.0,0.0
AL,2021-06-05,2021,22,43,14.0,3.0,18.0,0.0,2.0,3.0,3.0,2.0,16005.0,2672.0,11674.0,2026.0,0.73,0.0,0.76,0.0,33.42655367231639,0,9.0,14.0,12.0,11.0,0.0,0.0,0.0,0.0
AL,2021-06-12,2021,23,44,13.0,3.0,22.0,0.0,2.0,3.0,3.0,2.0,16040.0,2676.0,11973.0,2084.0,0.75,0.0,0.78,0.0,33.42655367231639,0,14.0,9.0,18.0,12.0,0.0,0.0,0.0,0.0
AL,2021-06-19,2021,24,45,7.0,1.0,8.0,0.0,2.0,3.0,3.0,2.0,16038.0,2670.0,11988.0,2106.0,0.75,0.0,0.79,0.0,33.42655367231639,0,13.0,14.0,14.0,19.0,0.0,0.0,0.0,0.0
AL,2021-06-26,2021,25,46,6.0,1.0,7.0,0.0,2.0,3.0,3.0,2.0,15986.0,2667.0,12039.0,2131.0,0.75,0.0,0.8,0.0,33.42655367231639,0,7.0,13.0,9.0,15.0,0.0,0.0,0.0,0.0
AL,2021-07-03,2021,26,47,9.0,2.0,18.0,0.0,2.0,3.0,3.0,2.0,15937.0,2666.0,12023.0,2109.0,0.75,0.0,0.79,0.0,33.42655367231639,0,6.0,7.0,14.0,12.0,0.0,0.0,0.0,0.0
AL,2021-07-10,2021,27,48,9.0,3.0,7.0,0.0,2.0,3.0,3.0,2.0,15886.0,2669.0,11678.0,2055.0,0.74,0.0,0.77,0.0,33.42655367231639,0,9.0,6.0,13.0,18.0,0.0,0.0,0.0,0.0
AL,2021-07-17,2021,28,49,9.0,1.0,18.0,0.0,2.0,3.0,3.0,2.0,15963.0,2683.0,12080.0,2126.0,0.76,0.0,0.79,0.0,33.42655367231639,0,9.0,9.0,7.0,14.0,0.0,0.0,0.0,0.0
AL,2021-07-24,2021,29,50,18.0,2.0,15.0,0.0,2.0,3.0,3.0,2.0,15988.0,2690.0,12138.0,2173.0,0.76,0.0,0.81,0.0,33.42655367231639,0,9.0,9.0,6.0,9.0,0.0,0.0,0.0,0.0
AL,2021-07-31,2021,30,51,36.0,4.0,45.0,0.0,2.0,3.0,3.0,2.0,16011.0,2732.0,12481.0,2211.0,0.78,0.0,0.81,0.0,33.42655367231639,0,18.0,9.0,9.0,14.0,0.0,0.0,0.0,0.0
AL,2021-08-07,2021,31,52,39.0,12.0,29.0,0.0,2.0,3.0,3.0,2.0,15936.0,2730.0,12624.0,2274.0,0.79,0.0,0.83,0.0,33.42655367231639,0,36.0,18.0,9.0,13.0,0.0,0.0,0.0,0.0
AL,2021-08-14,2021,32,53,36.0,14.0,22.0,0.0,2.0,3.0,3.0,2.0,15828.0,2708.0,12768.0,2335.0,0.81,0.0,0.86,0.0,33.42655367231639,0,39.0,36.0,9.0,7.0,0.0,0.0,0.0,0.0
AL,2021-08-21,2021,33,54,35.0,10.0,30.0,0.0,2.0,3.0,3.0,2.0,15830.0,2672.0,12932.0,2394.0,0.82,0.0,0.9,0.0,33.42655367231639,0,36.0,39.0,18.0,6.0,0.0,0.0,0.0,0.0
AL,2021-08-28,2021,34,55,33.0,6.0,41.0,0.0,2.0,3.0,3.0,2.0,15827.0,2677.0,12830.0,2447.0,0.81,0.0,0.91,0.0,33.42655367231639,0,35.0,36.0,36.0,9.0,0.0,0.0,0.0,0.0
AL,2021-09-04,2021,35,56,47.0,9.0,47.0,0.0,2.0,3.0,3.0,2.0,15860.0,2673.0,12781.0,2480.0,0.81,0.0,0.93,0.0,33.42655367231639,0,33.0,35.0,39.0,9.0,0.0,0.0,0.0,0.0
AL,2021-09-11,2021,36,57,48.0,13.0,30.0,0.0,2.0,3.0,3.0,2.0,15794.0,2622.0,12733.0,2437.0,0.81,0.0,0.93,0.0,33.42655367231639,0,47.0,33.0,36.0,9.0,0.0,0.0,0.0,0.0
AL,2021-09-18,2021,37,58,27.0,10.0,30.0,0.0,2.0,3.0,3.0,2.0,15784.0,2626.0,12721.0,2401.0,0.81,0.0,0.91,0.0,33.42655367231639,0,48.0,47.0,35.0,18.0,0.0,0.0,0.0,0.0
AL,2021-09-25,2021,38,59,13.0,5.0,15.0,0.0,2.0,3.0,3.0,2.0,15740.0,2628.0,12350.0,2355.0,0.78,0.0,0.9,0.0,33.42655367231639,0,27.0,48.0,33.0,36.0,0.0,0.0,0.0,0.0
AL,2021-10-02,2021,39,60,10.0,5.0,7.0,0.0,2.0,3.0,3.0,2.0,15694.0,2621.0,12226.0,2312.0,0.78,0.0,0.88,0.0,33.42655367231639,0,13.0,27.0,47.0,39.0,0.0,0.0,0.0,0.0
AL,2021-10-09,2021,40,61,8.0,5.0,13.0,0.0,2.0,3.0,3.0,2.0,15732.0,2647.0,12007.0,2237.0,0.76,0.0,0.84,0.0,33.42655367231639,0,10.0,13.0,48.0,36.0,0.0,0.0,0.0,0.0
AL,2021-10-16,2021,41,62,4.0,3.0,5.0,0.0,2.0,3.0,3.0,2.0,15726.0,2645.0,11899.0,2209.0,0.76,0.0,0.84,0.0,33.42655367231639,0,8.0,10.0,27.0,35.0,0.0,0.0,0.0,0.0
AL,2021-10-23,2021,42,63,8.0,5.0,6.0,0.0,2.0,3.0,3.0,2.0,15744.0,2633.0,11778.0,2157.0,0.75,0.0,0.82,0.0,33.42655367231639,0,4.0,8.0,13.0,33.0,0.0,0.0,0.0,0.0
AL,2021-10-30,2021,43,64,9.0,5.0,12.0,0.0,2.0,3.0,3.0,2.0,15743.0,2631.0,11874.0,2131.0,0.75,0.0,0.81,0.0,33.42655367231639,0,8.0,4.0,10.0,47.0,0.0,0.0,0.0,0.0
AL,2021-11-06,2021,44,65,10.0,3.0,9.0,0.0,2.0,3.0,3.0,2.0,15707.0,2640.0,11829.0,2108.0,0.75,0.0,0.8,0.0,33.42655367231639,0,9.0,8.0,8.0,48.0,0.0,0.0,0.0,0.0
AL,2021-11-13,2021,45,66,8.0,2.0,15.0,0.0,2.0,3.0,3.0,2.0,15773.0,2641.0,11952.0,2104.0,0.76,0.0,0.8,0.0,33.42655367231639,0,10.0,9.0,4.0,27.0,0.0,0.0,0.0,0.0
AL,2021-11-20,2021,46,67,13.0,4.0,16.0,0.0,2.0,3.0,3.0,2.0,15836.0,2656.0,12189.0,2138.0,0.77,0.0,0.8,0.0,33.42655367231639,0,8.0,10.0,8.0,13.0,0.0,0.0,0.0,0.0
AL,2021-11-27,2021,47,68,12.0,3.0,10.0,0.0,2.0,3.0,3.0,2.0,15738.0,2648.0,11313.0,2094.0,0.72,0.0,0.79,0.0,33.42655367231639,0,13.0,8.0,9.0,10.0,0.0,0.0,0.0,0.0
AL,2021-12-04,2021,48,69,13.0,4.0,23.0,0.0,2.0,3.0,3.0,2.0,15791.0,2635.0,12110.0,2166.0,0.77,0.0,0.82,0.0,33.42655367231639,0,12.0,13.0,10.0,8.0,0.0,0.0,0.0,0.0
AL,2021-12-11,2021,49,70,14.0,4.0,17.0,0.0,2.0,3.0,3.0,2.0,15788.0,2613.0,12251.0,2149.0,0.78,0.0,0.82,0.0,33.42655367231639,0,13.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0
AL,2021-12-18,2021,50,71,23.0,9.0,23.0,0.0,2.0,3.0,3.0,2.0,15754.0,2602.0,12089.0,2124.0,0.77,0.0,0.82,0.0,33.42655367231639,0,14.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0
AL,2021-12-25,2021,51,72,15.0,2.0,17.0,0.0,2.0,3.0,3.0,2.0,15664.0,2595.0,11275.0,2099.0,0.72,0.0,0.81,0.0,33.42655367231639,0,23.0,14.0,12.0,9.0,0.0,0.0,0.0,0.0
AL,2022-01-01,2022,52,73,43.0,7.0,70.0,0.0,2.0,3.0,3.0,2.0,15610.0,2601.0,11481.0,2097.0,0.74,0.0,0.81,0.0,31.192045454545454,0,15.0,23.0,13.0,10.0,0.0,0.0,0.0,0.0
AL,2022-01-08,2022,1,74,44.0,7.0,34.0,0.0,2.0,3.0,3.0,2.0,15644.0,2607.0,11992.0,2145.0,0.77,0.0,0.82,0.0,31.192045454545454,0,43.0,15.0,14.0,8.0,0.0,0.0,0.0,0.0
AL,2022-01-15,2022,2,75,34.0,5.0,17.0,0.0,2.0,3.0,3.0,2.0,15637.0,2641.0,12232.0,2233.0,0.78,0.0,0.85,0.0,31.192045454545454,0,44.0,43.0,23.0,13.0,0.0,0.0,0.0,0.0
AL,2022-01-22,2022,3,76,30.0,7.0,18.0,0.0,2.0,3.0,3.0,2.0,15785.0,2632.0,12412.0,2259.0,0.79,0.0,0.86,0.0,31.192045454545454,0,34.0,44.0,15.0,12.0,0.0,0.0,0.0,0.0
AL,2022-01-29,2022,4,77,26.0,5.0,41.0,0.0,2.0,3.0,3.0,2.0,15924.0,2640.0,12638.0,2295.0,0.79,0.0,0.87,0.0,31.192045454545454,0,30.0,34.0,43.0,13.0,0.0,0.0,0.0,0.0
AL,2022-02-05,2022,5,78,18.0,4.0,5.0,0.0,2.0,3.0,3.0,2.0,15983.0,2641.0,12672.0,2291.0,0.79,0.0,0.87,0.0,31.192045454545454,0,26.0,30.0,44.0,14.0,0.0,0.0,0.0,0.0
AL,2022-02-12,2022,6,79,11.0,2.0,9.0,0.0,2.0,3.0,3.0,2.0,15929.0,2631.0,12486.0,2249.0,0.78,0.0,0.85,0.0,31.192045454545454,0,18.0,26.0,34.0,23.0,0.0,0.0,0.0,0.0
AL,2022-02-19,2022,7,80,17.0,1.0,21.0,0.0,2.0,3.0,3.0,2.0,15866.0,2644.0,12146.0,2215.0,0.77,0.0,0.84,0.0,31.192045454545454,0,11.0,18.0,30.0,15.0,0.0,0.0,0.0,0.0
AL,2022-02-26,2022,8,81,16.0,2.0,10.0,0.0,2.0,3.0,3.0,2.0,15882.0,2652.0,12003.0,2145.0,0.76,0.0,0.81,0.0,31.192045454545454,0,17.0,11.0,26.0,43.0,0.0,0.0,0.0,0.0
AL,2022-03-05,2022,9,82,20.0,1.0,26.0,0.0,2.0,3.0,3.0,2.0,15885.0,2642.0,11751.0,2028.0,0.74,0.0,0.77,0.0,31.192045454545454,0,16.0,17.0,18.0,44.0,0.0,0.0,0.0,0.0
AL,2022-03-12,2022,10,83,21.0,4.0,35.0,0.0,2.0,3.0,3.0,2.0,15935.0,2625.0,11589.0,1993.0,0.73,0.0,0.76,0.0,31.192045454545454,0,20.0,16.0,11.0,34.0,0.0,0.0,0.0,0.0
AL,2022-03-19,2022,11,84,23.0,5.0,23.0,0.0,2.0,3.0,3.0,2.0,15910.0,2649.0,11444.0,1986.0,0.72,0.0,0.75,0.0,31.192045454545454,0,21.0,20.0,17.0,30.0,0.0,0.0,0.0,0.0
AL,2022-03-26,2022,12,85,16.0,3.0,17.0,0.0,2.0,3.0,3.0,2.0,15902.0,2623.0,11473.0,1957.0,0.72,0.0,0.75,0.0,31.192045454545454,0,23.0,21.0,16.0,26.0,0.0,0.0,0.0,0.0
AL,2022-04-02,2022,13,86,17.0,4.0,25.0,0.0,2.0,3.0,3.0,2.0,15870.0,2636.0,11201.0,1931.0,0.71,0.0,0.73,0.0,31.192045454545454,0,16.0,23.0,20.0,18.0,0.0,0.0,0.0,0.0
AL,2022-04-09,2022,14,87,16.0,4.0,23.0,0.0,2.0,3.0,3.0,2.0,15904.0,2674.0,11283.0,1961.0,0.71,0.0,0.73,0.0,31.192045454545454,0,17.0,16.0,21.0,11.0,0.0,0.0,0.0,0.0
AL,2022-04-16,2022,15,88,15.0,4.0,11.0,0.0,2.0,3.0,3.0,2.0,15860.0,2652.0,11225.0,1954.0,0.71,0.0,0.74,0.0,31.192045454545454,0,16.0,17.0,23.0,17.0,0.0,0.0,0.0,0.0
AL,2022-04-23,2022,16,89,18.0,4.0,25.0,0.0,2.0,3.0,3.0,2.0,15847.0,2679.0,11203.0,1963.0,0.71,0.0,0.73,0.0,31.192045454545454,0,15.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0
AL,2022-04-30,2022,17,90,13.0,4.0,9.0,0.0,2.0,3.0,3.0,2.0,15769.0,2642.0,11267.0,1926.0,0.71,0.0,0.73,0.0,31.192045454545454,0,18.0,15.0,17.0,20.0,0.0,0.0,0.0,0.0
AL,2022-05-07,2022,18,91,17.0,7.0,19.0,0.0,2.0,3.0,3.0,2.0,15737.0,2639.0,11211.0,1939.0,0.71,0.0,0.73,0.0,31.192045454545454,0,13.0,18.0,16.0,21.0,0.0,0.0,0.0,0.0
AL,2022-05-14,2022,19,92,11.0,3.0,12.0,0.0,2.0,3.0,3.0,2.0,15715.0,2631.0,11222.0,1966.0,0.71,0.0,0.75,0.0,31.192045454545454,0,17.0,13.0,15.0,23.0,0.0,0.0,0.0,0.0
AL,2022-05-21,2022,20,93,12.0,3.0,15.0,0.0,2.0,3.0,3.0,2.0,15544.0,2626.0,11460.0,1981.0,0.74,0.0,0.75,0.0,31.192045454545454,0,11.0,17.0,18.0,16.0,0.0,0.0,0.0,0.0
AL,2022-05-28,2022,21,94,8.0,1.0,13.0,0.0,2.0,3.0,3.0,2.0,15583.0,2642.0,11454.0,1986.0,0.74,0.0,0.75,0.0,31.192045454545454,0,12.0,11.0,13.0,17.0,0.0,0.0,0.0,0.0
AL,2022-06-04,2022,22,95,8.0,3.0,13.0,0.0,2.0,3.0,3.0,2.0,15496.0,2627.0,11327.0,2192.0,0.73,0.0,0.83,0.0,31.192045454545454,0,8.0,12.0,17.0,16.0,0.0,0.0,0.0,0.0
AL,2022-06-11,2022,23,96,9.0,2.0,15.0,0.0,2.0,3.0,3.0,2.0,14417.0,2379.0,10402.0,1768.0,0.72,0.0,0.74,0.0,31.192045454545454,0,8.0,8.0,11.0,15.0,0.0,0.0,0.0,0.0
AL,2022-06-18,2022,24,97,13.0,2.0,15.0,0.0,2.0,3.0,3.0,2.0,14239.0,2342.0,10379.0,1742.0,0.73,0.0,0.74,0.0,31.192045454545454,0,9.0,8.0,12.0,18.0,0.0,0.0,0.0,0.0
AL,2022-06-25,2022,25,98,10.0,3.0,7.0,0.0,2.0,3.0,3.0,2.0,14195.0,2337.0,10238.0,1753.0,0.72,0.0,0.75,0.0,31.192045454545454,0,13.0,9.0,8.0,13.0,0.0,0.0,0.0,0.0
AL,2022-07-02,2022,26,99,8.0,1.0,8.0,0.0,2.0,3.0,3.0,2.0,14230.0,2334.0,10341.0,1733.0,0.73,0.0,0.74,0.0,31.192045454545454,0,10.0,13.0,8.0,17.0,0.0,0.0,0.0,0.0
AL,2022-07-09,2022,27,100,8.0,3.0,15.0,0.0,2.0,3.0,3.0,2.0,14153.0,2319.0,9996.0,1668.0,0.71,0.0,0.72,0.0,31.192045454545454,0,8.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0
AL,2022-07-16,2022,28,101,8.0,5.0,33.0,0.0,2.0,3.0,3.0,2.0,14095.0,2318.0,10436.0,1762.0,0.74,0.0,0.76,0.0,31.192045454545454,0,8.0,8.0,13.0,12.0,0.0,0.0,0.0,0.0
AL,2022-07-23,2022,29,102,4.0,1.0,5.0,0.0,2.0,3.0,3.0,2.0,14103.0,2345.0,10433.0,1782.0,0.74,0.0,0.76,0.0,31.192045454545454,0,8.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0
AL,2022-07-30,2022,30,103,5.0,1.0,9.0,0.0,2.0,3.0,3.0,2.0,14143.0,2326.0,10542.0,1780.0,0.75,0.0,0.76,0.0,31.192045454545454,0,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0
