State,Week Ending Date,Year,WeekOfYear,WeekIndex,Cases,Total ICU Patients Hospitalized with Influenza,Total Influenza Admissions,Total Pediatric Influenza Admissions,"Number of Adult Influenza Admissions, 18-49 years","Number of Adult Influenza Admissions, 50-64 years","Number of Adult Influenza Admissions, 65-74 years","Number of Adult Influenza Admissions, 75 plus years",Number of Inpatient Beds,Number of ICU Beds,Number of Inpatient Beds Occupied,Number of ICU Beds Occupied,Percent Inpatient Beds Occupied,Percent Inpatient Beds Occupied by Influenza Patients,Percent ICU Beds Occupied,Percent ICU Beds Occupied by Influenza Patients,Vax_Coverage_Pct,Outbreak,Cases_lag_1w,Cases_lag_2w,Cases_lag_4w,Cases_lag_8w,Percent Inpatient Beds Occupied by Influenza Patients_lag_1w,Percent Inpatient Beds Occupied by Influenza Patients_lag_2w,Percent Inpatient Beds Occupied by Influenza Patients_lag_4w,Percent Inpatient Beds Occupied by Influenza Patients_lag_8w
FL,2022-11-05,2022,44,117,145.0,20.0,290.0,0.0,20.5,31.5,25.5,41.0,53941.0,8108.0,41406.0,5828.0,0.77,0.0,0.72,0.0,28.13978494623656,0,104.0,76.0,61.0,41.0,0.0,0.0,0.0,0.0
FL,2022-11-12,2022,45,118,210.0,21.0,453.0,0.0,20.5,31.5,25.5,41.0,53942.0,8142.0,41266.0,5849.0,0.76,0.0,0.72,0.0,28.13978494623656,1,145.0,104.0,69.0,43.0,0.0,0.0,0.0,0.0
FL,2022-11-19,2022,46,119,278.0,34.0,517.0,0.0,20.5,31.5,25.5,41.0,54081.0,8150.0,41648.0,5845.0,0.77,0.01,0.72,0.0,28.13978494623656,1,210.0,145.0,76.0,44.0,0.0,0.0,0.0,0.0
FL,2022-11-26,2022,47,120,347.0,33.0,743.0,0.0,20.5,31.5,25.5,41.0,53783.0,8129.0,39681.0,5641.0,0.74,0.01,0.69,0.0,28.13978494623656,1,278.0,210.0,104.0,42.0,0.01,0.0,0.0,0.0
FL,2022-12-03,2022,48,121,447.0,45.0,921.0,0.0,20.5,31.5,25.5,41.0,54143.0,8144.0,42249.0,5914.0,0.78,0.01,0.73,0.01,28.13978494623656,1,347.0,278.0,145.0,61.0,0.01,0.01,0.0,0.0
FL,2022-12-10,2022,49,122,448.0,51.0,789.0,0.0,20.5,31.5,25.5,41.0,54364.0,8112.0,42591.0,5996.0,0.78,0.01,0.74,0.01,28.13978494623656,1,447.0,347.0,210.0,69.0,0.01,0.01,0.0,0.0
FL,2022-12-17,2022,50,123,466.0,57.0,846.0,0.0,20.5,31.5,25.5,41.0,56804.0,8497.0,44389.0,6326.0,0.78,0.01,0.74,0.01,28.13978494623656,1,448.0,447.0,278.0,76.0,0.01,0.01,0.01,0.0
FL,2022-12-24,2022,51,124,518.0,59.0,1024.0,0.0,20.5,31.5,25.5,41.0,54219.0,8141.0,41613.0,5871.0,0.77,0.01,0.72,0.01,28.13978494623656,1,466.0,448.0,347.0,104.0,0.01,0.01,0.01,0.0
FL,2022-12-31,2022,52,125,641.0,79.0,1244.0,0.0,20.5,31.5,25.5,41.0,54178.0,8106.0,39852.0,5730.0,0.74,0.01,0.71,0.01,28.13978494623656,1,518.0,466.0,447.0,145.0,0.01,0.01,0.01,0.0
GA,2020-10-03,2020,40,8,0.0,0.0,0.0,0.0,2.5,2.0,3.5,2.0,31887.0,5351.0,25102.0,4278.0,0.79,0.0,0.8,0.0,32.029901960784315,0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0
GA,2020-10-10,2020,41,9,0.0,0.0,0.0,0.0,2.5,2.0,3.5,2.0,32832.0,5294.0,26090.0,4203.0,0.79,0.0,0.79,0.0,32.029901960784315,0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0
GA,2020-10-17,2020,42,10,0.0,0.0,1.0,0.0,2.5,2.0,3.5,2.0,31486.0,5088.0,25033.0,4052.0,0.8,0.0,0.8,0.0,32.029901960784315,0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0
GA,2020-10-24,2020,43,11,10.0,2.0,8.0,0.0,2.5,2.0,3.5,2.0,30949.0,5021.0,24532.0,4000.0,0.79,0.0,0.8,0.0,32.029901960784315,0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0
GA,2020-10-31,2020,44,12,12.0,4.0,18.0,0.0,2.5,2.0,3.5,2.0,30876.0,5010.0,24542.0,4006.0,0.79,0.0,0.8,0.0,32.029901960784315,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,2020-11-07,2020,45,13,7.0,2.0,14.0,0.0,2.5,2.0,3.5,2.0,30541.0,4927.0,23423.0,3912.0,0.77,0.0,0.79,0.0,32.029901960784315,0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,2020-11-14,2020,46,14,13.0,3.0,34.0,0.0,2.5,2.0,3.5,2.0,31007.0,4992.0,23872.0,4005.0,0.77,0.0,0.8,0.0,32.029901960784315,0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,2020-11-21,2020,47,15,18.0,2.0,30.0,0.0,2.5,2.0,3.5,2.0,30736.0,4891.0,23689.0,3915.0,0.77,0.0,0.8,0.0,32.029901960784315,0,13.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0
GA,2020-11-28,2020,48,16,7.0,1.0,10.0,0.0,2.5,2.0,3.5,2.0,30691.0,4877.0,23107.0,3884.0,0.75,0.0,0.8,0.0,32.029901960784315,0,18.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0
GA,2020-12-05,2020,49,17,10.0,1.0,13.0,0.0,2.5,2.0,3.5,2.0,31018.0,4927.0,24262.0,4066.0,0.78,0.0,0.83,0.0,32.029901960784315,0,7.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0
GA,2020-12-12,2020,50,18,13.0,4.0,19.0,0.0,2.5,2.0,3.5,2.0,30870.0,4899.0,24578.0,4122.0,0.8,0.0,0.84,0.0,32.029901960784315,0,10.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0
GA,2020-12-19,2020,51,19,26.0,8.0,20.0,0.0,2.5,2.0,3.5,2.0,31045.0,4941.0,25586.0,4208.0,0.82,0.0,0.85,0.0,32.029901960784315,0,13.0,10.0,18.0,10.0,0.0,0.0,0.0,0.0
GA,2020-12-26,2020,52,20,24.0,9.0,21.0,0.0,2.5,2.0,3.5,2.0,30982.0,4986.0,24130.0,4196.0,0.78,0.0,0.84,0.0,32.029901960784315,0,26.0,13.0,7.0,12.0,0.0,0.0,0.0,0.0
GA,2021-01-02,2021,53,21,36.0,6.0,36.0,0.0,2.5,2.0,3.5,2.0,31076.0,4986.0,25452.0,4297.0,0.82,0.0,0.86,0.0,31.993333333333336,0,24.0,26.0,10.0,7.0,0.0,0.0,0.0,0.0
GA,2021-01-09,2021,1,22,41.0,6.0,22.0,0.0,2.5,2.0,3.5,2.0,31222.0,5028.0,26411.0,4445.0,0.85,0.0,0.88,0.0,31.993333333333336,0,36.0,24.0,13.0,13.0,0.0,0.0,0.0,0.0
GA,2021-01-16,2021,2,23,38.0,5.0,40.0,0.0,2.5,2.0,3.5,2.0,31421.0,5077.0,26283.0,4523.0,0.84,0.0,0.89,0.0,31.993333333333336,0,41.0,36.0,26.0,18.0,0.0,0.0,0.0,0.0
GA,2021-01-23,2021,3,24,32.0,3.0,25.0,0.0,2.5,2.0,3.5,2.0,31470.0,5132.0,31470.0,4556.0,2017.27,0.0,0.89,0.0,31.993333333333336,0,38.0,41.0,24.0,7.0,0.0,0.0,0.0,0.0
GA,2021-01-30,2021,4,25,30.0,6.0,33.0,0.0,2.5,2.0,3.5,2.0,31671.0,5180.0,25921.0,4501.0,0.82,0.0,0.87,0.0,31.993333333333336,0,32.0,38.0,36.0,10.0,0.0,0.0,0.0,0.0
GA,2021-02-06,2021,5,26,20.0,4.0,16.0,0.0,2.5,2.0,3.5,2.0,31603.0,5253.0,25497.0,4441.0,0.81,0.0,0.85,0.0,31.993333333333336,0,30.0,32.0,41.0,13.0,0.0,0.0,0.0,0.0
GA,2021-02-13,2021,6,27,25.0,6.0,30.0,0.0,2.5,2.0,3.5,2.0,31338.0,5181.0,24900.0,4306.0,0.79,0.0,0.83,0.0,31.993333333333336,0,20.0,30.0,38.0,26.0,0.0,0.0,0.0,0.0
GA,2021-02-20,2021,7,28,30.0,7.0,33.0,0.0,2.5,2.0,3.5,2.0,31337.0,5156.0,24313.0,4230.0,0.78,0.0,0.82,0.0,31.993333333333336,0,25.0,20.0,32.0,24.0,0.0,0.0,0.0,0.0
GA,2021-02-27,2021,8,29,26.0,2.0,18.0,0.0,2.5,2.0,3.5,2.0,26530.0,4366.0,20281.0,3414.0,0.76,0.0,0.78,0.0,31.993333333333336,0,30.0,25.0,30.0,36.0,0.0,0.0,0.0,0.0
GA,2021-03-06,2021,9,30,23.0,4.0,12.0,0.0,2.5,2.0,3.5,2.0,25070.0,4140.0,19082.0,3227.0,0.76,0.0,0.78,0.0,31.993333333333336,0,26.0,30.0,20.0,41.0,0.0,0.0,0.0,0.0
GA,2021-03-13,2021,10,31,17.0,3.0,14.0,0.0,2.5,2.0,3.5,2.0,31199.0,5087.0,23403.0,3925.0,0.75,0.0,0.77,0.0,31.993333333333336,0,23.0,26.0,25.0,38.0,0.0,0.0,0.0,0.0
GA,2021-03-20,2021,11,32,19.0,2.0,39.0,0.0,2.5,2.0,3.5,2.0,30851.0,4984.0,23200.0,3823.0,0.75,0.0,0.77,0.0,31.993333333333336,0,17.0,23.0,30.0,32.0,0.0,0.0,0.0,0.0
GA,2021-03-27,2021,12,33,16.0,4.0,26.0,0.0,2.5,2.0,3.5,2.0,30825.0,5062.0,23595.0,3907.0,0.77,0.0,0.77,0.0,31.993333333333336,0,19.0,17.0,26.0,30.0,0.0,0.0,0.0,0.0
GA,2021-04-03,2021,13,34,18.0,3.0,23.0,0.0,2.5,2.0,3.5,2.0,30803.0,5087.0,22991.0,3813.0,0.75,0.0,0.75,0.0,31.993333333333336,0,16.0,19.0,23.0,20.0,0.0,0.0,0.0,0.0
GA,2021-04-10,2021,14,35,9.0,1.0,8.0,0.0,2.5,2.0,3.5,2.0,30839.0,5088.0,22476.0,3794.0,0.73,0.0,0.75,0.0,31.993333333333336,0,18.0,16.0,17.0,25.0,0.0,0.0,0.0,0.0
GA,2021-04-17,2021,15,36,8.0,2.0,17.0,0.0,2.5,2.0,3.5,2.0,31037.0,5048.0,23665.0,3854.0,0.76,0.0,0.76,0.0,31.993333333333336,0,9.0,18.0,19.0,30.0,0.0,0.0,0.0,0.0
GA,2021-04-24,2021,16,37,12.0,2.0,20.0,0.0,2.5,2.0,3.5,2.0,31121.0,5067.0,23733.0,3891.0,0.76,0.0,0.77,0.0,31.993333333333336,0,8.0,9.0,16.0,26.0,0.0,0.0,0.0,0.0
GA,2021-05-01,2021,17,38,8.0,0.0,14.0,0.0,2.5,2.0,3.5,2.0,31151.0,5058.0,23809.0,3913.0,0.76,0.0,0.77,0.0,31.993333333333336,0,12.0,8.0,18.0,23.0,0.0,0.0,0.0,0.0
GA,2021-05-08,2021,18,39,14.0,3.0,24.0,0.0,2.5,2.0,3.5,2.0,31008.0,5018.0,23710.0,3891.0,0.76,0.0,0.78,0.0,31.993333333333336,0,8.0,12.0,9.0,17.0,0.0,0.0,0.0,0.0
GA,2021-05-15,2021,19,40,12.0,4.0,7.0,0.0,2.5,2.0,3.5,2.0,30884.0,5006.0,23625.0,3806.0,0.76,0.0,0.76,0.0,31.993333333333336,0,14.0,8.0,8.0,19.0,0.0,0.0,0.0,0.0
GA,2021-05-22,2021,20,41,15.0,5.0,16.0,0.0,2.5,2.0,3.5,2.0,31001.0,5018.0,23939.0,3835.0,0.77,0.0,0.76,0.0,31.993333333333336,0,12.0,14.0,12.0,16.0,0.0,0.0,0.0,0.0
GA,2021-05-29,2021,21,42,9.0,2.0,8.0,0.0,2.5,2.0,3.5,2.0,30709.0,4975.0,23660.0,3821.0,0.77,0.0,0.77,0.0,31.993333333333336,0,15.0,12.0,8.0,18.0,0.0,0.0,0.0,0.0
GA,2021-06-05,2021,22,43,12.0,2.0,9.0,0.0,2.5,2.0,3.5,2.0,30657.0,4998.0,22777.0,3735.0,0.74,0.0,0.75,0.0,31.993333333333336,0,9.0,15.0,14.0,9.0,0.0,0.0,0.0,0.0
GA,2021-06-12,2021,23,44,10.0,3.0,9.0,0.0,2.5,2.0,3.5,2.0,30643.0,4947.0,23398.0,3778.0,0.76,0.0,0.76,0.0,31.993333333333336,0,12.0,9.0,12.0,8.0,0.0,0.0,0.0,0.0
GA,2021-06-19,2021,24,45,5.0,0.0,7.0,0.0,2.5,2.0,3.5,2.0,30714.0,4952.0,23363.0,3768.0,0.76,0.0,0.76,0.0,31.993333333333336,0,10.0,12.0,15.0,12.0,0.0,0.0,0.0,0.0
GA,2021-06-26,2021,25,46,5.0,1.0,3.0,0.0,2.5,2.0,3.5,2.0,28010.0,4537.0,21265.0,3372.0,0.76,0.0,0.74,0.0,31.993333333333336,0,5.0,10.0,9.0,8.0,0.0,0.0,0.0,0.0
GA,2021-07-03,2021,26,47,4.0,1.0,8.0,0.0,2.5,2.0,3.5,2.0,28952.0,4654.0,21777.0,3479.0,0.75,0.0,0.75,0.0,31.993333333333336,0,5.0,5.0,12.0,14.0,0.0,0.0,0.0,0.0
GA,2021-07-10,2021,27,48,6.0,2.0,4.0,0.0,2.5,2.0,3.5,2.0,30623.0,4872.0,23006.0,3669.0,0.75,0.0,0.75,0.0,31.993333333333336,0,4.0,5.0,10.0,12.0,0.0,0.0,0.0,0.0
GA,2021-07-17,2021,28,49,7.0,2.0,4.0,0.0,2.5,2.0,3.5,2.0,30714.0,4895.0,23879.0,3727.0,0.78,0.0,0.76,0.0,31.993333333333336,0,6.0,4.0,5.0,15.0,0.0,0.0,0.0,0.0
GA,2021-07-24,2021,29,50,12.0,2.0,15.0,0.0,2.5,2.0,3.5,2.0,30771.0,4933.0,24100.0,3887.0,0.78,0.0,0.79,0.0,31.993333333333336,0,7.0,6.0,5.0,9.0,0.0,0.0,0.0,0.0
GA,2021-07-31,2021,30,51,8.0,3.0,11.0,0.0,2.5,2.0,3.5,2.0,30856.0,4948.0,24844.0,3965.0,0.81,0.0,0.8,0.0,31.993333333333336,0,12.0,7.0,4.0,12.0,0.0,0.0,0.0,0.0
GA,2021-08-07,2021,31,52,12.0,3.0,16.0,0.0,2.5,2.0,3.5,2.0,30428.0,4884.0,24954.0,4027.0,0.82,0.0,0.82,0.0,31.993333333333336,0,8.0,12.0,6.0,10.0,0.0,0.0,0.0,0.0
GA,2021-08-14,2021,32,53,10.0,2.0,10.0,0.0,2.5,2.0,3.5,2.0,30778.0,4957.0,26004.0,4254.0,0.84,0.0,0.86,0.0,31.993333333333336,0,12.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0
GA,2021-08-21,2021,33,54,12.0,4.0,15.0,0.0,2.5,2.0,3.5,2.0,31273.0,5034.0,26294.0,4436.0,0.84,0.0,0.88,0.0,31.993333333333336,0,10.0,12.0,12.0,5.0,0.0,0.0,0.0,0.0
GA,2021-08-28,2021,34,55,12.0,13.0,12.0,0.0,2.5,2.0,3.5,2.0,31377.0,5091.0,26693.0,4537.0,0.85,0.0,0.89,0.0,31.993333333333336,0,12.0,10.0,8.0,4.0,0.0,0.0,0.0,0.0
GA,2021-09-04,2021,35,56,12.0,4.0,28.0,0.0,2.5,2.0,3.5,2.0,31158.0,5088.0,26729.0,4654.0,0.86,0.0,0.91,0.0,31.993333333333336,0,12.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0
GA,2021-09-11,2021,36,57,13.0,4.0,36.0,0.0,2.5,2.0,3.5,2.0,30802.0,5091.0,26106.0,4702.0,0.85,0.0,0.92,0.0,31.993333333333336,0,12.0,12.0,10.0,7.0,0.0,0.0,0.0,0.0
GA,2021-09-18,2021,37,58,7.0,4.0,21.0,0.0,2.5,2.0,3.5,2.0,31112.0,5136.0,26369.0,4678.0,0.85,0.0,0.91,0.0,31.993333333333336,0,13.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0
GA,2021-09-25,2021,38,59,18.0,3.0,24.0,0.0,2.5,2.0,3.5,2.0,30892.0,5074.0,25333.0,4546.0,0.82,0.0,0.9,0.0,31.993333333333336,0,7.0,13.0,12.0,8.0,0.0,0.0,0.0,0.0
GA,2021-10-02,2021,39,60,19.0,4.0,27.0,0.0,2.5,2.0,3.5,2.0,30650.0,4995.0,24605.0,4387.0,0.8,0.0,0.88,0.0,31.993333333333336,0,18.0,7.0,12.0,12.0,0.0,0.0,0.0,0.0
GA,2021-10-09,2021,40,61,8.0,3.0,4.0,0.0,2.5,2.0,3.5,2.0,27928.0,4515.0,22390.0,3829.0,0.8,0.0,0.85,0.0,31.993333333333336,0,19.0,18.0,13.0,10.0,0.0,0.0,0.0,0.0
GA,2021-10-16,2021,41,62,8.0,2.0,11.0,0.0,2.5,2.0,3.5,2.0,27821.0,4459.0,22153.0,3764.0,0.8,0.0,0.84,0.0,31.993333333333336,0,8.0,19.0,7.0,12.0,0.0,0.0,0.0,0.0
GA,2021-10-23,2021,42,63,7.0,4.0,13.0,0.0,2.5,2.0,3.5,2.0,30707.0,4871.0,23800.0,3979.0,0.78,0.0,0.82,0.0,31.993333333333336,0,8.0,8.0,18.0,12.0,0.0,0.0,0.0,0.0
GA,2021-10-30,2021,43,64,9.0,6.0,21.0,0.0,2.5,2.0,3.5,2.0,30754.0,4850.0,23920.0,3913.0,0.78,0.0,0.81,0.0,31.993333333333336,0,7.0,8.0,19.0,12.0,0.0,0.0,0.0,0.0
GA,2021-11-06,2021,44,65,18.0,7.0,25.0,0.0,2.5,2.0,3.5,2.0,30468.0,4780.0,23653.0,3831.0,0.78,0.0,0.8,0.0,31.993333333333336,0,9.0,7.0,8.0,13.0,0.0,0.0,0.0,0.0
GA,2021-11-13,2021,45,66,21.0,9.0,36.0,0.0,2.5,2.0,3.5,2.0,30002.0,4658.0,23580.0,3746.0,0.79,0.0,0.8,0.0,31.993333333333336,0,18.0,9.0,8.0,7.0,0.0,0.0,0.0,0.0
GA,2021-11-20,2021,46,67,16.0,9.0,21.0,0.0,2.5,2.0,3.5,2.0,29850.0,4643.0,23465.0,3676.0,0.79,0.0,0.79,0.0,31.993333333333336,0,21.0,18.0,7.0,18.0,0.0,0.0,0.0,0.0
GA,2021-11-27,2021,47,68,19.0,8.0,19.0,0.0,2.5,2.0,3.5,2.0,29746.0,4616.0,21835.0,3483.0,0.73,0.0,0.75,0.0,31.993333333333336,0,16.0,21.0,9.0,19.0,0.0,0.0,0.0,0.0
GA,2021-12-04,2021,48,69,32.0,9.0,49.0,0.0,2.5,2.0,3.5,2.0,30197.0,4677.0,23466.0,3661.0,0.78,0.0,0.78,0.0,31.993333333333336,0,19.0,16.0,18.0,8.0,0.0,0.0,0.0,0.0
GA,2021-12-11,2021,49,70,40.0,8.0,62.0,0.0,2.5,2.0,3.5,2.0,29990.0,4646.0,24032.0,3682.0,0.8,0.0,0.79,0.0,31.993333333333336,0,32.0,19.0,21.0,8.0,0.0,0.0,0.0,0.0
GA,2021-12-18,2021,50,71,36.0,8.0,53.0,0.0,2.5,2.0,3.5,2.0,29961.0,4646.0,23952.0,3726.0,0.8,0.0,0.8,0.0,31.993333333333336,0,40.0,32.0,16.0,7.0,0.0,0.0,0.0,0.0
GA,2021-12-25,2021,51,72,31.0,11.0,52.0,0.0,2.5,2.0,3.5,2.0,29538.0,4583.0,22798.0,3594.0,0.77,0.0,0.78,0.0,31.993333333333336,0,36.0,40.0,19.0,9.0,0.0,0.0,0.0,0.0
GA,2022-01-01,2022,52,73,45.0,12.0,77.0,0.0,2.5,2.0,3.5,2.0,29435.0,4556.0,23357.0,3590.0,0.79,0.0,0.79,0.0,31.16978021978022,0,31.0,36.0,32.0,18.0,0.0,0.0,0.0,0.0
GA,2022-01-08,2022,1,74,44.0,13.0,52.0,0.0,2.5,2.0,3.5,2.0,30061.0,4649.0,25246.0,3851.0,0.84,0.0,0.83,0.0,31.16978021978022,0,45.0,31.0,40.0,21.0,0.0,0.0,0.0,0.0
GA,2022-01-15,2022,2,75,39.0,12.0,38.0,0.0,2.5,2.0,3.5,2.0,30233.0,4676.0,25756.0,4014.0,0.85,0.0,0.86,0.0,31.16978021978022,0,44.0,45.0,36.0,16.0,0.0,0.0,0.0,0.0
GA,2022-01-22,2022,3,76,33.0,16.0,49.0,0.0,2.5,2.0,3.5,2.0,30301.0,4664.0,25631.0,4022.0,0.85,0.0,0.86,0.0,31.16978021978022,0,39.0,44.0,31.0,19.0,0.0,0.0,0.0,0.0
GA,2022-01-29,2022,4,77,28.0,17.0,35.0,0.0,2.5,2.0,3.5,2.0,30042.0,4639.0,25592.0,4034.0,0.85,0.0,0.87,0.0,31.16978021978022,0,33.0,39.0,45.0,32.0,0.0,0.0,0.0,0.0
GA,2022-02-05,2022,5,78,31.0,15.0,53.0,0.0,2.5,2.0,3.5,2.0,29977.0,4624.0,25444.0,3994.0,0.85,0.0,0.86,0.0,31.16978021978022,0,28.0,33.0,44.0,40.0,0.0,0.0,0.0,0.0
GA,2022-02-12,2022,6,79,42.0,13.0,41.0,0.0,2.5,2.0,3.5,2.0,30109.0,4661.0,26025.0,3957.0,0.86,0.0,0.85,0.0,31.16978021978022,0,31.0,28.0,39.0,36.0,0.0,0.0,0.0,0.0
GA,2022-02-19,2022,7,80,46.0,16.0,48.0,0.0,2.5,2.0,3.5,2.0,30231.0,4684.0,25888.0,3896.0,0.86,0.0,0.83,0.0,31.16978021978022,0,42.0,31.0,33.0,31.0,0.0,0.0,0.0,0.0
GA,2022-02-26,2022,8,81,50.0,19.0,44.0,0.0,2.5,2.0,3.5,2.0,29776.0,4615.0,25218.0,3736.0,0.85,0.0,0.81,0.0,31.16978021978022,0,46.0,42.0,28.0,45.0,0.0,0.0,0.0,0.0
GA,2022-03-05,2022,9,82,39.0,16.0,27.0,0.0,2.5,2.0,3.5,2.0,29797.0,4626.0,24772.0,3629.0,0.83,0.0,0.78,0.0,31.16978021978022,0,50.0,46.0,31.0,44.0,0.0,0.0,0.0,0.0
GA,2022-03-12,2022,10,83,38.0,17.0,38.0,0.0,2.5,2.0,3.5,2.0,30438.0,4700.0,24933.0,3595.0,0.82,0.0,0.76,0.0,31.16978021978022,0,39.0,50.0,42.0,39.0,0.0,0.0,0.0,0.0
GA,2022-03-19,2022,11,84,44.0,17.0,35.0,0.0,2.5,2.0,3.5,2.0,29717.0,4602.0,24084.0,3445.0,0.81,0.0,0.75,0.0,31.16978021978022,0,38.0,39.0,46.0,33.0,0.0,0.0,0.0,0.0
GA,2022-03-26,2022,12,85,45.0,18.0,33.0,0.0,2.5,2.0,3.5,2.0,30039.0,4621.0,24717.0,3454.0,0.82,0.0,0.75,0.0,31.16978021978022,0,44.0,38.0,50.0,28.0,0.0,0.0,0.0,0.0
GA,2022-04-02,2022,13,86,45.0,20.0,45.0,0.0,2.5,2.0,3.5,2.0,30141.0,4624.0,24269.0,3460.0,0.81,0.0,0.75,0.0,31.16978021978022,0,45.0,44.0,39.0,31.0,0.0,0.0,0.0,0.0
GA,2022-04-09,2022,14,87,50.0,21.0,33.0,0.0,2.5,2.0,3.5,2.0,29643.0,4565.0,23555.0,3359.0,0.79,0.0,0.74,0.0,31.16978021978022,0,45.0,45.0,38.0,42.0,0.0,0.0,0.0,0.0
GA,2022-04-16,2022,15,88,52.0,21.0,42.0,0.0,2.5,2.0,3.5,2.0,29632.0,4567.0,23929.0,3463.0,0.81,0.0,0.76,0.0,31.16978021978022,0,50.0,45.0,44.0,46.0,0.0,0.0,0.0,0.0
GA,2022-04-23,2022,16,89,39.0,16.0,46.0,0.0,2.5,2.0,3.5,2.0,28660.0,4447.0,23271.0,3267.0,0.81,0.0,0.73,0.0,31.16978021978022,0,52.0,50.0,45.0,50.0,0.0,0.0,0.0,0.0
GA,2022-04-30,2022,17,90,37.0,16.0,36.0,0.0,2.5,2.0,3.5,2.0,29727.0,4585.0,24328.0,3395.0,0.82,0.0,0.74,0.0,31.16978021978022,0,39.0,52.0,45.0,39.0,0.0,0.0,0.0,0.0
GA,2022-05-07,2022,18,91,30.0,15.0,44.0,0.0,2.5,2.0,3.5,2.0,29435.0,4540.0,24191.0,3362.0,0.82,0.0,0.74,0.0,31.16978021978022,0,37.0,39.0,50.0,38.0,0.0,0.0,0.0,0.0
GA,2022-05-14,2022,19,92,36.0,19.0,60.0,0.0,2.5,2.0,3.5,2.0,29386.0,4520.0,24087.0,3365.0,0.82,0.0,0.74,0.0,31.16978021978022,0,30.0,37.0,52.0,44.0,0.0,0.0,0.0,0.0
GA,2022-05-21,2022,20,93,46.0,17.0,55.0,0.0,2.5,2.0,3.5,2.0,29444.0,4529.0,24926.0,3428.0,0.85,0.0,0.76,0.0,31.16978021978022,0,36.0,30.0,39.0,45.0,0.0,0.0,0.0,0.0
GA,2022-05-28,2022,21,94,46.0,27.0,62.0,0.0,2.5,2.0,3.5,2.0,29282.0,4451.0,23952.0,3291.0,0.82,0.0,0.74,0.01,31.16978021978022,0,46.0,36.0,37.0,45.0,0.0,0.0,0.0,0.0
GA,2022-06-04,2022,22,95,51.0,32.0,66.0,0.0,2.5,2.0,3.5,2.0,29064.0,4444.0,23633.0,3280.0,0.81,0.0,0.74,0.01,31.16978021978022,0,46.0,46.0,30.0,50.0,0.0,0.0,0.0,0.0
GA,2022-06-11,2022,23,96,40.0,30.0,48.0,0.0,2.5,2.0,3.5,2.0,28789.0,4380.0,24049.0,3324.0,0.84,0.0,0.76,0.01,31.16978021978022,0,51.0,46.0,36.0,52.0,0.0,0.0,0.0,0.0
GA,2022-06-18,2022,24,97,35.0,31.0,41.0,0.0,2.5,2.0,3.5,2.0,29397.0,4508.0,24448.0,3490.0,0.83,0.0,0.77,0.01,31.16978021978022,0,40.0,51.0,46.0,39.0,0.0,0.0,0.0,0.0
GA,2022-06-25,2022,25,98,30.0,31.0,27.0,0.0,2.5,2.0,3.5,2.0,29190.0,4478.0,24336.0,3458.0,0.83,0.0,0.77,0.01,31.16978021978022,0,35.0,40.0,46.0,37.0,0.0,0.0,0.0,0.0
GA,2022-07-02,2022,26,99,33.0,34.0,35.0,0.0,2.5,2.0,3.5,2.0,29444.0,4519.0,24383.0,3530.0,0.83,0.0,0.78,0.01,31.16978021978022,0,30.0,35.0,51.0,30.0,0.0,0.0,0.0,0.0
GA,2022-07-09,2022,27,100,29.0,34.0,28.0,0.0,2.5,2.0,3.5,2.0,29396.0,4525.0,24046.0,3434.0,0.82,0.0,0.76,0.01,31.16978021978022,0,33.0,30.0,40.0,36.0,0.0,0.0,0.0,0.0
GA,2022-07-16,2022,28,101,29.0,34.0,27.0,0.0,2.5,2.0,3.5,2.0,29402.0,4546.0,24980.0,3537.0,0.85,0.0,0.78,0.01,31.16978021978022,0,29.0,33.0,35.0,46.0,0.0,0.0,0.0,0.0
GA,2022-07-23,2022,29,102,27.0,35.0,28.0,0.0,2.5,2.0,3.5,2.0,29394.0,4549.0,24858.0,3521.0,0.85,0.0,0.77,0.01,31.16978021978022,0,29.0,29.0,30.0,46.0,0.0,0.0,0.0,0.0
GA,2022-07-30,2022,30,103,21.0,35.0,39.0,0.0,2.5,2.0,3.5,2.0,29471.0,4595.0,25014.0,3519.0,0.85,0.0,0.77,0.01,31.16978021978022,0,27.0,29.0,33.0,51.0,0.0,0.0,0.0,0.0
GA,2022-08-06,2022,31,104,22.0,35.0,33.0,0.0,2.5,2.0,3.5,2.0,29477.0,4579.0,24497.0,3461.0,0.83,0.0,0.76,0.01,31.16978021978022,0,21.0,27.0,29.0,40.0,0.0,0.0,0.0,0.0
